feedback_id,order_id,customer_id,rating,feedback_text,feedback_category,sentiment,feedback_date
654537,1000012939,55005,4,The product met my expectations.,Delivery,Neutral,2024-09-14
1661271,1000005358,60652,2,Product was damaged during delivery.,Customer Service,Negative,2024-03-15
5678000,1000009112,42364,3,"Average experience, could improve.",Customer Service,Neutral,2024-02-16
8191768,1000000410,11620,2,I had a bad experience.,Product Quality,Negative,2024-09-01
7180714,1000006389,66124,4,The product met my expectations.,Product Quality,Neutral,2024-02-16
5440957,1000006160,98668,2,Product was damaged during delivery.,Customer Service,Negative,2024-03-08
4716904,1000011751,58353,3,"Average experience, could improve.",App Experience,Neutral,2024-04-01
8086906,1000010629,62512,5,Highly recommended!,Product Quality,Positive,2024-08-19
918353,1000013788,94784,4,The product met my expectations.,Delivery,Neutral,2024-09-10
2209877,1000010348,63396,5,Will definitely order again.,Delivery,Positive,2023-09-03
8549500,1000000640,15047,4,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2024-08-30
4276242,1000003707,19511,4,"Excellent quality, will buy again!",Delivery,Positive,2023-08-24
8150049,1000007876,33336,4,"Average experience, could improve.",App Experience,Neutral,2023-08-11
443278,1000000157,93904,4,"Delivery was fine, but the product could be better.",Product Quality,Neutral,2024-05-16
6003978,1000016123,19888,2,I had a bad experience.,Delivery,Negative,2024-02-26
9545368,1000010401,54990,3,"Average experience, could improve.",Customer Service,Neutral,2024-02-29
4483011,1000015309,65550,4,Customer service was very helpful.,Delivery,Positive,2024-07-24
6488994,1000011457,52525,5,"Excellent quality, will buy again!",Delivery,Positive,2023-09-05
814679,1000012163,75237,5,Great prices and fast delivery!,Delivery,Positive,2023-11-25
3948164,1000010612,28585,3,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2023-07-19
426070,1000000099,91609,2,The packaging was poor.,Customer Service,Negative,2024-08-07
5260029,1000002034,73932,4,Great prices and fast delivery!,Customer Service,Positive,2024-01-04
7557691,1000018603,37780,3,Very disappointed with the quality.,Customer Service,Negative,2023-07-24
5527183,1000000122,64460,5,Items were in perfect condition.,Delivery,Positive,2023-09-11
2193982,1000011449,76181,5,Customer service was very helpful.,Delivery,Positive,2024-01-06
1509526,1000008951,96643,1,Items were missing from my order.,Delivery,Negative,2024-02-24
5945755,1000013621,25689,4,"Overall good experience, thank you!",App Experience,Positive,2023-04-20
9939985,1000010080,23478,1,Very disappointed with the quality.,Delivery,Negative,2023-09-18
5767393,1000007463,89225,3,The packaging was poor.,Delivery,Negative,2023-09-23
1550225,1000012453,77715,4,Highly recommended!,Delivery,Positive,2023-12-25
4508722,1000004270,83259,1,The packaging was poor.,App Experience,Negative,2023-12-26
5339952,1000003458,81151,5,Items were in perfect condition.,App Experience,Positive,2023-12-28
3148654,1000008333,86089,3,"It was okay, nothing special.",Customer Service,Neutral,2023-12-29
3747033,1000009459,10982,5,Great prices and fast delivery!,Delivery,Positive,2024-06-15
2734765,1000015850,20799,4,Very fresh and well-packaged.,App Experience,Positive,2023-05-22
7343647,1000007982,86822,5,"Excellent quality, will buy again!",Customer Service,Positive,2023-11-02
6003407,1000009887,95459,3,The product met my expectations.,Product Quality,Neutral,2023-06-05
2897915,1000004969,59120,1,I had a bad experience.,Delivery,Negative,2024-05-19
2041938,1000019515,73200,4,"Delivery was fine, but the product could be better.",Customer Service,Neutral,2023-09-26
382551,1000017582,85658,5,Very fresh and well-packaged.,Delivery,Positive,2023-04-22
7458232,1000006790,97485,4,Will definitely order again.,App Experience,Positive,2023-11-27
9759215,1000013440,69642,3,"Average experience, could improve.",Customer Service,Neutral,2023-08-15
108019,1000001086,99056,4,"Average experience, could improve.",Product Quality,Neutral,2023-09-04
4667239,1000016622,97694,5,Highly recommended!,Product Quality,Positive,2023-04-24
4159065,1000009461,42344,2,The order was incorrect.,App Experience,Negative,2023-06-14
3056720,1000006646,46554,4,"It was okay, nothing special.",Customer Service,Neutral,2023-04-17
9058195,1000011644,13582,4,"Average experience, could improve.",Customer Service,Neutral,2024-07-01
3613143,1000009608,23477,5,Good selection of products.,Customer Service,Positive,2023-07-17
6592934,1000015227,55860,5,Will definitely order again.,App Experience,Positive,2023-08-28
2475333,1000016375,82192,3,Items were missing from my order.,Delivery,Negative,2023-04-30
5347347,1000004025,60738,3,The packaging was poor.,Customer Service,Negative,2024-06-20
8415081,1000014727,94234,3,Items were missing from my order.,Delivery,Negative,2024-09-02
4810574,1000011159,26498,4,"Average experience, could improve.",Customer Service,Neutral,2023-07-02
5650852,1000004648,36512,4,Will definitely order again.,Customer Service,Positive,2024-08-13
6004196,1000003076,74585,3,"It was okay, nothing special.",Delivery,Neutral,2024-10-16
1558301,1000001899,22954,1,I had a bad experience.,Delivery,Negative,2023-12-19
6704730,1000019417,25549,5,Highly recommended!,Product Quality,Positive,2023-12-03
6835200,1000015255,57777,4,"Average experience, could improve.",Delivery,Neutral,2024-09-18
8930912,1000004920,40348,4,"Overall good experience, thank you!",Product Quality,Positive,2023-10-27
4688417,1000002007,85041,3,Very disappointed with the quality.,Product Quality,Negative,2024-09-25
4500281,1000008319,21208,3,Not worth the price I paid.,App Experience,Negative,2023-05-13
6583382,1000006231,39665,3,Taste was not as expected.,Customer Service,Negative,2023-06-26
2642662,1000001666,97674,1,I had a bad experience.,Customer Service,Negative,2023-10-03
7251343,1000015999,46755,4,"It was okay, nothing special.",Product Quality,Neutral,2023-12-05
1688296,1000015259,85438,3,Product was damaged during delivery.,Customer Service,Negative,2024-04-05
5039279,1000006148,96382,4,Will definitely order again.,Delivery,Positive,2023-09-15
7048609,1000002697,14885,3,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2024-02-07
5557021,1000000604,62047,4,Very happy with the service!,Customer Service,Positive,2023-03-16
7099930,1000009939,95782,5,Good selection of products.,App Experience,Positive,2024-09-11
8683552,1000011767,10140,4,"Delivery was fine, but the product could be better.",App Experience,Neutral,2024-09-23
5039264,1000017362,16814,4,Will definitely order again.,Delivery,Positive,2024-02-01
8843871,1000000979,49273,3,Very disappointed with the quality.,Delivery,Negative,2024-05-17
974086,1000002795,60087,3,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2023-12-30
2401835,1000009673,21817,3,Very disappointed with the quality.,Product Quality,Negative,2024-06-01
8223518,1000013341,88221,4,"Delivery was fine, but the product could be better.",App Experience,Neutral,2024-03-27
9824318,1000007830,36166,4,"Overall good experience, thank you!",Product Quality,Positive,2024-03-02
155823,1000014480,25000,4,Very happy with the service!,Customer Service,Positive,2023-06-24
8929126,1000013465,70989,4,"Overall good experience, thank you!",Product Quality,Positive,2023-08-23
4246063,1000015659,15464,3,The packaging was poor.,Product Quality,Negative,2024-10-23
3868817,1000003764,33102,4,"Excellent quality, will buy again!",App Experience,Positive,2024-07-31
4803949,1000013887,78575,5,"Excellent quality, will buy again!",Product Quality,Positive,2024-08-08
3503829,1000013352,47557,4,Highly recommended!,Customer Service,Positive,2024-04-13
5317931,1000007161,13877,1,Not worth the price I paid.,Product Quality,Negative,2024-01-28
9867595,1000015949,37694,3,"It was okay, nothing special.",Product Quality,Neutral,2024-03-14
8397738,1000017770,73270,3,Taste was not as expected.,App Experience,Negative,2023-05-18
5957084,1000003700,85570,3,"Average experience, could improve.",Customer Service,Neutral,2023-05-18
7055438,1000016222,90070,3,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,2023-05-20
1541416,1000013774,80328,3,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2023-10-17
6026642,1000012486,82104,3,Product was damaged during delivery.,Product Quality,Negative,2023-04-14
9374067,1000004290,11517,5,Good selection of products.,App Experience,Positive,2024-07-28
2882544,1000015928,85314,3,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2024-02-10
204656,1000010107,99839,4,Customer service was very helpful.,Product Quality,Positive,2023-07-08
2967054,1000019629,71900,2,The order was incorrect.,Delivery,Negative,2023-04-04
3845089,1000016163,20653,3,Not worth the price I paid.,Delivery,Negative,2023-07-02
1340997,1000018933,33658,5,Very fresh and well-packaged.,Product Quality,Positive,2024-01-25
3398355,1000001878,24860,5,"Excellent quality, will buy again!",Delivery,Positive,2023-06-21
6947439,1000013590,19197,5,"Excellent quality, will buy again!",App Experience,Positive,2023-08-12
9014950,1000019356,79205,2,Items were missing from my order.,Delivery,Negative,2023-08-12
2078359,1000016047,43303,5,Will definitely order again.,Product Quality,Positive,2024-09-16
3932357,1000005969,21402,4,Good selection of products.,Delivery,Positive,2023-12-12
5741711,1000010477,92575,4,"It was okay, nothing special.",App Experience,Neutral,2024-10-23
4442615,1000006708,67757,5,Very fresh and well-packaged.,Customer Service,Positive,2023-08-30
4723875,1000010793,74546,5,"Excellent quality, will buy again!",Product Quality,Positive,2024-04-07
5656291,1000016849,61176,5,Will definitely order again.,Customer Service,Positive,2023-05-12
8321966,1000019589,26572,4,Highly recommended!,Customer Service,Positive,2024-03-17
8155170,1000013662,35088,3,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2024-04-13
5872422,1000013730,68464,5,Customer service was very helpful.,Product Quality,Positive,2024-05-05
9359651,1000018988,89566,1,The packaging was poor.,Customer Service,Negative,2023-03-18
1401798,1000009534,19168,3,Items were missing from my order.,Delivery,Negative,2024-07-02
548051,1000002789,91153,2,The packaging was poor.,Delivery,Negative,2024-04-20
3289239,1000005998,93746,4,"Delivery was fine, but the product could be better.",Delivery,Neutral,2024-08-15
5311374,1000004080,65472,2,I had a bad experience.,Delivery,Negative,2024-02-15
4087466,1000004138,15666,4,"It was okay, nothing special.",App Experience,Neutral,2023-09-11
6929749,1000000901,91506,5,"Overall good experience, thank you!",App Experience,Positive,2023-10-14
4628311,1000010914,98998,3,"It was okay, nothing special.",App Experience,Neutral,2024-04-30
2039982,1000005044,24953,5,Will definitely order again.,Delivery,Positive,2023-09-26
9983423,1000011283,64593,3,The packaging was poor.,Customer Service,Negative,2024-08-25
124895,1000011698,30406,5,"Excellent quality, will buy again!",Customer Service,Positive,2024-04-10
7726560,1000010744,45220,4,Very fresh and well-packaged.,Delivery,Positive,2023-07-14
2785472,1000015668,93300,3,Product was damaged during delivery.,Product Quality,Negative,2024-06-10
4702181,1000019265,44695,5,Highly recommended!,Customer Service,Positive,2023-07-22
2086599,1000015433,99679,5,Good selection of products.,App Experience,Positive,2024-09-28
6731871,1000007204,48293,3,The packaging was poor.,Customer Service,Negative,2023-11-16
4823203,1000011200,95175,4,Items were in perfect condition.,Customer Service,Positive,2023-12-23
5634256,1000007123,26111,4,"Average experience, could improve.",App Experience,Neutral,2023-04-24
4497966,1000015937,37283,4,Great prices and fast delivery!,Product Quality,Positive,2024-04-11
4511231,1000007392,28955,3,I had a bad experience.,Delivery,Negative,2024-05-25
6640423,1000011642,51320,4,"Average experience, could improve.",App Experience,Neutral,2023-03-29
4598422,1000008840,45091,4,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,2024-03-02
2863015,1000004991,65298,4,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2023-12-06
6819603,1000017803,47865,2,Delivery was late and I was unhappy.,Customer Service,Negative,2023-04-13
452916,1000018286,37006,3,"Delivery was fine, but the product could be better.",Customer Service,Neutral,2023-03-16
656526,1000019601,77997,5,"Excellent quality, will buy again!",Delivery,Positive,2024-05-15
5638985,1000019632,47037,1,I had a bad experience.,Product Quality,Negative,2023-06-17
4877018,1000000828,84757,3,"It was okay, nothing special.",App Experience,Neutral,2024-04-18
7936833,1000011171,67064,4,Great prices and fast delivery!,App Experience,Positive,2023-09-01
8490631,1000003711,81762,4,Items were in perfect condition.,App Experience,Positive,2023-08-11
2227649,1000007292,97264,3,Very disappointed with the quality.,Customer Service,Negative,2023-08-30
3701423,1000011541,89054,3,Not worth the price I paid.,App Experience,Negative,2024-09-20
984672,1000005857,24119,5,Great prices and fast delivery!,App Experience,Positive,2023-07-16
9159442,1000002710,71290,3,The product met my expectations.,Customer Service,Neutral,2023-09-09
9759244,1000012568,58627,4,"Excellent quality, will buy again!",Product Quality,Positive,2023-08-20
1368053,1000019958,27834,3,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2023-11-22
9615162,1000001541,67624,2,Taste was not as expected.,Product Quality,Negative,2023-07-20
2387908,1000005693,63850,3,The order was incorrect.,Customer Service,Negative,2023-09-20
5412085,1000010203,71003,1,Product was damaged during delivery.,Customer Service,Negative,2023-12-12
8181854,1000002572,14414,5,Customer service was very helpful.,Customer Service,Positive,2024-09-09
7769298,1000005444,54651,1,Product was damaged during delivery.,Delivery,Negative,2024-05-31
7117861,1000006586,20423,3,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2024-05-11
1195641,1000011812,81474,4,The product met my expectations.,App Experience,Neutral,2024-05-31
2453413,1000005508,29056,5,Great prices and fast delivery!,Delivery,Positive,2024-07-01
5230626,1000017169,80842,4,"Excellent quality, will buy again!",Customer Service,Positive,2024-09-22
8819767,1000015576,22139,4,"It was okay, nothing special.",App Experience,Neutral,2024-09-07
7097350,1000011670,20606,3,"It was okay, nothing special.",App Experience,Neutral,2023-10-15
5898681,1000008431,59260,3,Not worth the price I paid.,Product Quality,Negative,2024-11-01
342939,1000002718,84875,3,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2023-04-19
8696239,1000013967,80081,3,"It was okay, nothing special.",Customer Service,Neutral,2023-08-27
3354195,1000017592,43225,1,The packaging was poor.,Product Quality,Negative,2023-10-02
7941313,1000014809,57763,4,Very fresh and well-packaged.,App Experience,Positive,2024-04-14
4319900,1000009061,38440,3,"It was okay, nothing special.",App Experience,Neutral,2023-09-07
2998003,1000008978,85150,4,Items were in perfect condition.,Customer Service,Positive,2024-01-30
5415775,1000010863,71751,5,Items were in perfect condition.,App Experience,Positive,2023-07-11
2249681,1000000869,40128,4,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2023-09-19
884092,1000001995,63955,3,"Delivery was fine, but the product could be better.",Delivery,Neutral,2023-07-27
2669997,1000019775,79080,3,"It was okay, nothing special.",Product Quality,Neutral,2024-06-14
6147300,1000001584,89142,3,"Average experience, could improve.",App Experience,Neutral,2024-05-20
1133033,1000018234,79859,3,"Average experience, could improve.",Delivery,Neutral,2023-12-11
6280990,1000003545,14492,4,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2023-03-28
6220409,1000016889,64244,4,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,2024-09-09
1362938,1000017270,31012,3,Product was damaged during delivery.,Customer Service,Negative,2023-07-22
6479101,1000003256,48500,3,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2023-03-27
7009664,1000006439,90553,3,"Average experience, could improve.",Customer Service,Neutral,2024-06-02
7539811,1000014204,62608,3,Taste was not as expected.,Product Quality,Negative,2024-03-08
2158528,1000019747,60077,4,"It was okay, nothing special.",Customer Service,Neutral,2024-06-09
9276057,1000010626,17294,4,"Overall good experience, thank you!",Customer Service,Positive,2024-02-03
5624036,1000002401,59398,4,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2024-02-07
311559,1000010885,97328,3,Product was damaged during delivery.,Customer Service,Negative,2023-09-06
4017146,1000002843,62222,2,Delivery was late and I was unhappy.,Customer Service,Negative,2024-04-30
3065772,1000007248,48367,3,I had a bad experience.,Customer Service,Negative,2024-01-08
5629046,1000001362,54146,4,"Average experience, could improve.",Product Quality,Neutral,2024-02-23
8946499,1000015911,38205,4,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2024-10-06
5974536,1000016393,27655,3,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,2024-07-21
2970671,1000005319,27863,3,"Average experience, could improve.",Delivery,Neutral,2024-05-02
8603661,1000011618,28181,4,Will definitely order again.,Delivery,Positive,2023-06-20
2821634,1000015192,87697,5,"Excellent quality, will buy again!",App Experience,Positive,2024-03-23
1458528,1000013993,70321,3,"Average experience, could improve.",Customer Service,Neutral,2024-10-22
7108665,1000008604,73251,4,The product met my expectations.,Customer Service,Neutral,2023-08-04
1780260,1000009460,14926,3,The packaging was poor.,Product Quality,Negative,2024-08-02
8972017,1000007085,79339,3,"Delivery was fine, but the product could be better.",App Experience,Neutral,2024-07-20
2696658,1000014561,94545,2,Items were missing from my order.,Product Quality,Negative,2023-08-08
7209690,1000010893,23317,3,Taste was not as expected.,Product Quality,Negative,2024-10-13
620534,1000011803,57302,5,Good selection of products.,Delivery,Positive,2024-04-04
5723757,1000017472,66489,1,Product was damaged during delivery.,Customer Service,Negative,2024-04-17
4764529,1000018064,70385,1,Items were missing from my order.,Product Quality,Negative,2024-05-30
2328761,1000004515,43334,3,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2023-05-08
7125541,1000006515,69271,3,"It was okay, nothing special.",App Experience,Neutral,2023-03-17
6647694,1000010620,56918,4,"Delivery was fine, but the product could be better.",App Experience,Neutral,2023-07-26
3834361,1000002964,72069,3,The product met my expectations.,Customer Service,Neutral,2023-11-19
8246307,1000013034,95398,3,The order was incorrect.,Customer Service,Negative,2024-07-25
368868,1000009441,96379,5,Good selection of products.,Delivery,Positive,2024-07-14
8644322,1000015550,71683,4,"It was okay, nothing special.",Product Quality,Neutral,2024-06-07
431770,1000010467,67539,4,"Excellent quality, will buy again!",App Experience,Positive,2023-07-08
4301590,1000006399,96297,3,The product met my expectations.,Delivery,Neutral,2024-02-20
4858394,1000009003,67971,2,Product was damaged during delivery.,Delivery,Negative,2024-10-13
664713,1000014601,49257,4,"It was okay, nothing special.",Customer Service,Neutral,2024-06-01
3359106,1000015143,58381,4,"Overall good experience, thank you!",App Experience,Positive,2024-10-31
9101724,1000006162,88009,4,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2023-05-09
1527070,1000012770,61723,2,I had a bad experience.,App Experience,Negative,2024-02-14
7488100,1000016478,66962,4,Very happy with the service!,Delivery,Positive,2023-10-12
9371226,1000017098,36583,1,Delivery was late and I was unhappy.,Customer Service,Negative,2023-09-01
5360361,1000001114,79783,4,Items were in perfect condition.,Delivery,Positive,2023-07-21
3907325,1000018485,16125,4,Customer service was very helpful.,Product Quality,Positive,2023-07-24
3539036,1000009919,40225,4,"It was okay, nothing special.",Delivery,Neutral,2024-06-03
4050948,1000007444,94150,3,"It was okay, nothing special.",Delivery,Neutral,2023-04-13
1482144,1000004350,48368,4,Customer service was very helpful.,Customer Service,Positive,2023-04-25
5410910,1000014399,29384,4,Items were in perfect condition.,Delivery,Positive,2024-02-25
8712624,1000013072,71920,3,Taste was not as expected.,Customer Service,Negative,2024-01-03
152857,1000004970,91013,5,Will definitely order again.,Product Quality,Positive,2023-10-06
8810490,1000012039,94451,5,Will definitely order again.,App Experience,Positive,2024-03-03
5996564,1000016843,71816,4,Very happy with the service!,Delivery,Positive,2023-04-19
5200721,1000004574,11854,3,"Delivery was fine, but the product could be better.",App Experience,Neutral,2024-02-28
6206688,1000005402,66613,1,Delivery was late and I was unhappy.,App Experience,Negative,2023-07-16
5893926,1000000345,34726,4,Very fresh and well-packaged.,Delivery,Positive,2024-04-20
1951970,1000009481,12529,2,The packaging was poor.,App Experience,Negative,2023-06-30
6417467,1000005018,95269,5,Items were in perfect condition.,Customer Service,Positive,2024-07-31
6344921,1000010864,40506,4,"It was okay, nothing special.",Customer Service,Neutral,2023-09-20
9105016,1000007810,30962,3,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2023-05-23
8394978,1000001099,49283,2,I had a bad experience.,Customer Service,Negative,2023-10-22
7503786,1000019037,50352,2,The packaging was poor.,Customer Service,Negative,2023-06-03
5294166,1000002036,78359,2,Customer service was not helpful.,Customer Service,Negative,2024-02-20
4933025,1000009030,34854,3,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,2023-07-11
8666461,1000005904,13085,4,"It was okay, nothing special.",Delivery,Neutral,2023-07-23
4411189,1000010402,95795,5,Great prices and fast delivery!,Customer Service,Positive,2024-04-05
8338096,1000009223,17812,1,Product was damaged during delivery.,Customer Service,Negative,2024-01-12
2576772,1000016803,23878,5,Very fresh and well-packaged.,App Experience,Positive,2023-04-19
9783357,1000006240,49348,4,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2024-04-28
3189037,1000015661,36998,1,I had a bad experience.,Product Quality,Negative,2024-05-20
1014933,1000010847,50687,4,Will definitely order again.,Delivery,Positive,2023-09-08
7831309,1000018126,65843,3,"Average experience, could improve.",App Experience,Neutral,2023-07-01
2930645,1000018787,47753,3,"It was okay, nothing special.",Customer Service,Neutral,2024-05-22
3295542,1000000161,88957,1,Items were missing from my order.,Delivery,Negative,2023-08-19
3697985,1000010339,81918,4,"Excellent quality, will buy again!",Delivery,Positive,2023-06-28
5094022,1000006024,29722,4,Great prices and fast delivery!,App Experience,Positive,2024-08-30
2244526,1000015415,24889,4,Customer service was very helpful.,Delivery,Positive,2023-10-07
2554640,1000014517,66892,3,The order was incorrect.,App Experience,Negative,2023-08-17
8388648,1000011418,86116,5,Items were in perfect condition.,App Experience,Positive,2023-07-20
4530836,1000007188,37411,5,Very fresh and well-packaged.,Delivery,Positive,2024-06-12
9766944,1000013716,30686,4,Items were in perfect condition.,Customer Service,Positive,2023-04-20
2379314,1000004819,43556,1,I had a bad experience.,Delivery,Negative,2023-10-12
4321551,1000001963,48528,4,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2023-07-27
3859387,1000001719,61463,3,The order was incorrect.,Product Quality,Negative,2023-07-16
9394914,1000002815,48702,3,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2024-02-08
7557581,1000015487,64878,5,Good selection of products.,Customer Service,Positive,2024-09-07
4338034,1000003259,95041,4,"Excellent quality, will buy again!",Delivery,Positive,2024-01-27
6405074,1000002994,36289,3,"Delivery was fine, but the product could be better.",Delivery,Neutral,2023-12-05
5118869,1000004077,98931,3,I had a bad experience.,App Experience,Negative,2023-09-24
2302167,1000010291,29274,4,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,2024-03-31
3929456,1000011522,19351,3,The product met my expectations.,App Experience,Neutral,2024-09-21
2836853,1000007062,35254,4,Great prices and fast delivery!,Product Quality,Positive,2023-07-27
2093186,1000005042,17976,3,Delivery was late and I was unhappy.,Product Quality,Negative,2024-04-30
5189587,1000013279,64566,4,Very happy with the service!,App Experience,Positive,2023-06-12
6073546,1000000786,27947,5,Items were in perfect condition.,Customer Service,Positive,2023-10-06
6258873,1000019704,92100,5,Customer service was very helpful.,Delivery,Positive,2024-05-12
1858190,1000004170,57450,2,Very disappointed with the quality.,Delivery,Negative,2024-04-18
9033997,1000018586,80152,3,"Delivery was fine, but the product could be better.",App Experience,Neutral,2023-07-26
5390765,1000014224,32106,4,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,2024-03-30
7518371,1000007297,76894,1,The order was incorrect.,App Experience,Negative,2023-11-07
7693641,1000007735,26141,3,The product met my expectations.,Delivery,Neutral,2024-06-14
9979648,1000003140,63502,1,I had a bad experience.,Product Quality,Negative,2024-03-14
6642426,1000017325,31601,4,Great prices and fast delivery!,App Experience,Positive,2023-12-14
1322588,1000008134,63022,3,"Delivery was fine, but the product could be better.",Product Quality,Neutral,2023-09-09
4704197,1000002614,44023,2,I had a bad experience.,App Experience,Negative,2024-04-26
3164637,1000006234,46868,5,Great prices and fast delivery!,Delivery,Positive,2023-10-05
5393889,1000009998,60521,4,The product met my expectations.,App Experience,Neutral,2024-05-19
7087910,1000013192,68115,3,Not worth the price I paid.,Delivery,Negative,2024-08-30
7638910,1000007852,98934,1,The order was incorrect.,Customer Service,Negative,2023-05-04
8014010,1000012545,94903,4,Good selection of products.,Customer Service,Positive,2024-05-07
4506732,1000011113,22466,4,"Overall good experience, thank you!",Product Quality,Positive,2023-12-10
2676781,1000002092,57056,4,"It was okay, nothing special.",Customer Service,Neutral,2024-09-28
707024,1000016497,18601,5,Very happy with the service!,App Experience,Positive,2024-02-05
100920,1000013747,93436,3,The order was incorrect.,Delivery,Negative,2024-01-26
3267226,1000009846,92754,4,Customer service was very helpful.,Customer Service,Positive,2024-10-27
1280415,1000011565,97300,5,Will definitely order again.,Delivery,Positive,2023-09-24
7534424,1000007162,29752,5,Good selection of products.,App Experience,Positive,2024-09-21
9465640,1000015248,26515,1,Not worth the price I paid.,Product Quality,Negative,2023-11-20
208094,1000010510,73416,3,"It was okay, nothing special.",Product Quality,Neutral,2023-06-07
1712363,1000018387,52505,4,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2024-07-01
4533038,1000013240,62926,3,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2023-12-09
6503213,1000001289,61466,5,Highly recommended!,Product Quality,Positive,2023-07-22
3773206,1000006516,48877,1,The packaging was poor.,App Experience,Negative,2023-12-30
7239225,1000012176,81249,1,Very disappointed with the quality.,App Experience,Negative,2023-12-30
3992027,1000019590,33790,3,"Average experience, could improve.",Product Quality,Neutral,2024-08-18
8608633,1000019175,18277,4,Very happy with the service!,Customer Service,Positive,2024-01-04
8499058,1000009158,89905,5,Very happy with the service!,App Experience,Positive,2024-04-30
7695538,1000005290,52202,2,Not worth the price I paid.,Delivery,Negative,2023-10-10
6848727,1000015175,42254,4,Customer service was very helpful.,App Experience,Positive,2024-05-14
7874507,1000018309,92608,4,"It was okay, nothing special.",Customer Service,Neutral,2024-07-15
7897801,1000000527,98940,4,"Average experience, could improve.",Customer Service,Neutral,2024-05-30
3955477,1000019270,53743,3,"It was okay, nothing special.",Customer Service,Neutral,2023-12-31
8361895,1000019212,89280,5,Great prices and fast delivery!,Product Quality,Positive,2023-12-19
8998981,1000009034,75552,2,Product was damaged during delivery.,App Experience,Negative,2023-04-06
8658242,1000014368,35173,2,Delivery was late and I was unhappy.,Customer Service,Negative,2024-09-12
6830287,1000007572,62251,5,Customer service was very helpful.,App Experience,Positive,2023-05-16
3971008,1000005195,34891,4,The product met my expectations.,Product Quality,Neutral,2023-04-29
2149421,1000014713,82475,1,Taste was not as expected.,Product Quality,Negative,2024-07-02
7486824,1000019663,59860,4,"It was okay, nothing special.",Product Quality,Neutral,2023-12-13
5794134,1000000920,65410,2,Customer service was not helpful.,Customer Service,Negative,2024-08-14
428746,1000012228,61568,1,The packaging was poor.,Customer Service,Negative,2023-04-19
9959366,1000003642,74232,3,Product was damaged during delivery.,Product Quality,Negative,2024-05-29
1047169,1000002708,75664,2,Taste was not as expected.,Product Quality,Negative,2024-04-17
3666835,1000019276,86467,3,Delivery was late and I was unhappy.,Customer Service,Negative,2024-02-03
4528424,1000001390,38261,1,Delivery was late and I was unhappy.,Product Quality,Negative,2024-10-02
1661576,1000012334,71987,3,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2023-08-05
3214742,1000008466,88788,1,Items were missing from my order.,Customer Service,Negative,2024-08-26
9348855,1000005333,28822,3,"It was okay, nothing special.",Delivery,Neutral,2023-10-09
1880170,1000015262,62081,3,"Average experience, could improve.",Delivery,Neutral,2024-08-13
4822708,1000002788,81382,2,Product was damaged during delivery.,Delivery,Negative,2023-06-04
2640301,1000009329,26372,3,"Delivery was fine, but the product could be better.",Delivery,Neutral,2024-07-04
5886463,1000017947,51040,4,"Excellent quality, will buy again!",Product Quality,Positive,2023-04-14
198798,1000007861,71163,3,"Delivery was fine, but the product could be better.",Customer Service,Neutral,2024-01-02
6189650,1000005244,71924,4,Very happy with the service!,App Experience,Positive,2024-06-23
6113964,1000003758,96964,4,Very fresh and well-packaged.,Delivery,Positive,2023-05-20
990607,1000018396,11273,4,"Average experience, could improve.",Product Quality,Neutral,2024-04-09
3349831,1000009971,12456,4,"Average experience, could improve.",Product Quality,Neutral,2024-04-09
4202073,1000000900,61166,5,Good selection of products.,Customer Service,Positive,2024-05-15
4356181,1000018362,23283,3,The packaging was poor.,Product Quality,Negative,2024-04-25
