date,channel,spend,impressions
2023-07-14,App Notification,113.26,2535
2023-07-14,Google Ads,5988.6,17938
2023-07-14,Instagram,3932.58,18796
2023-07-15,SMS,1695.56,20344
2023-07-15,Email,317.94,6354
2023-07-15,Facebook,4989.59,21515
2023-07-15,App Notification,171.55,4661
2023-07-15,Google Ads,8578.68,29453
2023-07-15,Instagram,2555.5,13128
2023-07-16,SMS,2727.3,32228
2023-07-16,Email,448.71,8482
2023-07-16,Facebook,4962.18,18391
2023-07-16,App Notification,233.23,6313
2023-07-16,Google Ads,5286.37,22740
2023-07-16,Instagram,5670.4,27284
2023-07-17,SMS,1950.98,17626
2023-07-17,Email,556.4,9602
2023-07-17,Facebook,3445.24,13671
2023-07-17,App Notification,279.09,7676
2023-07-17,Google Ads,8516.91,30174
2023-07-17,Instagram,2933.37,14645
2023-07-18,SMS,2311.81,25036
2023-07-18,Email,293.79,6416
2023-07-18,Facebook,3300.26,11926
2023-07-18,App Notification,377.13,10321
2023-07-18,Google Ads,6126.57,19762
2023-07-18,Instagram,4155.3,19227
2023-07-19,SMS,2537.63,27309
2023-07-19,Email,615.56,11818
2023-07-19,Facebook,4862.35,23192
2023-07-19,App Notification,166.8,4105
2023-07-19,Google Ads,8292.43,20942
2023-07-19,Instagram,3398.35,16628
2023-07-20,SMS,1456.55,13650
2023-07-20,Email,202.27,4932
2023-07-20,Facebook,6221.31,32073
2023-07-20,App Notification,155.62,3382
2023-07-20,Google Ads,4681.84,13902
2023-07-20,Instagram,4128.92,25501
2023-07-21,SMS,2931.83,28646
2023-07-21,Email,756.19,14110
2023-07-21,Facebook,5223.95,24929
2023-07-21,App Notification,210.02,5091
2023-07-21,Google Ads,4255.79,13836
2023-07-21,Instagram,3100.04,18266
2023-07-22,SMS,2074.83,18937
2023-07-22,Email,679.91,11753
2023-07-22,Facebook,4610.24,26333
2023-07-22,App Notification,206.43,4447
2023-07-22,Google Ads,6103.45,20245
2023-07-22,Instagram,5621.16,37845
2023-07-23,SMS,1097.63,12021
2023-07-23,Email,692.06,12810
2023-07-23,Facebook,5927.86,21096
2023-07-23,App Notification,165.85,4970
2023-07-23,Google Ads,8758.13,38191
2023-07-23,Instagram,3765.56,21633
2023-07-24,SMS,2737.19,30038
2023-07-24,Email,455.07,8569
2023-07-24,Facebook,6394.96,35599
2023-07-24,App Notification,332.07,7652
2023-07-24,Google Ads,5243.51,13401
2023-07-24,Instagram,3786.54,17902
2023-07-25,SMS,1392.7,13266
2023-07-25,Email,659.45,16126
2023-07-25,Facebook,3494.2,15985
2023-07-25,App Notification,117.51,3326
2023-07-25,Google Ads,6907.35,26997
2023-07-25,Instagram,3218.69,23816
2023-07-26,SMS,1946.15,18740
2023-07-26,Email,663.26,15623
2023-07-26,Facebook,3201.51,11259
2023-07-26,App Notification,320.49,8339
2023-07-26,Google Ads,4051.54,11648
2023-07-26,Instagram,5646.97,42083
2023-07-27,SMS,2292.49,21875
2023-07-27,Email,628.9,11625
2023-07-27,Facebook,5258.14,30581
2023-07-27,App Notification,346.12,9644
2023-07-27,Google Ads,5973.1,18396
2023-07-27,Instagram,3226.76,24106
2023-07-28,SMS,1746.64,18693
2023-07-28,Email,611.99,9882
2023-07-28,Facebook,6300.52,31031
2023-07-28,App Notification,109.39,2931
2023-07-28,Google Ads,5915.99,20761
2023-07-28,Instagram,5137.1,27078
2023-07-29,SMS,2459.34,24386
2023-07-29,Email,607.99,13204
2023-07-29,Facebook,6342.63,25011
2023-07-29,App Notification,173.86,4984
2023-07-29,Google Ads,5180.34,13009
2023-07-29,Instagram,4448.83,22665
2023-07-30,SMS,1888.37,18071
2023-07-30,Email,789.88,14424
2023-07-30,Facebook,4886.65,25299
2023-07-30,App Notification,340.31,7625
2023-07-30,Google Ads,6097.13,15449
2023-07-30,Instagram,4134.18,25740
2023-07-31,SMS,1333.72,14433
2023-07-31,Email,560.82,9226
2023-07-31,Facebook,3247.56,13535
2023-07-31,App Notification,106.65,2922
2023-07-31,Google Ads,5462.3,22868
2023-07-31,Instagram,4026.79,22551
2023-08-01,SMS,2027.54,18218
2023-08-01,Email,690.09,15856
2023-08-01,Facebook,4965.68,20948
2023-08-01,App Notification,166.18,3647
2023-08-01,Google Ads,4127.81,14898
2023-08-01,Instagram,2566.97,15074
2023-08-02,SMS,2144.61,22014
2023-08-02,Email,525.48,8134
2023-08-02,Facebook,5695.12,31625
2023-08-02,App Notification,261.0,6722
2023-08-02,Google Ads,6891.71,25691
2023-08-02,Instagram,3464.41,17260
2023-08-03,SMS,1278.06,14116
2023-08-03,Email,582.69,13512
2023-08-03,Facebook,4658.93,16477
2023-08-03,App Notification,389.79,8128
2023-08-03,Google Ads,4049.88,16610
2023-08-03,Instagram,3610.22,17496
2023-08-04,SMS,1924.25,22536
2023-08-04,Email,297.01,6257
2023-08-04,Facebook,4713.4,21101
2023-08-04,App Notification,261.13,5620
2023-08-04,Google Ads,4504.01,16128
2023-08-04,Instagram,3476.92,18936
2023-08-05,SMS,2746.32,29058
2023-08-05,Email,691.51,10768
2023-08-05,Facebook,4273.07,20813
2023-08-05,App Notification,178.5,4584
2023-08-05,Google Ads,7958.05,20925
2023-08-05,Instagram,2789.77,17077
2023-08-06,SMS,2275.42,20357
2023-08-06,Email,709.33,16552
2023-08-06,Facebook,6894.33,35228
2023-08-06,App Notification,122.42,2653
2023-08-06,Google Ads,5931.49,16085
2023-08-06,Instagram,5344.85,31072
2023-08-07,SMS,2582.98,28966
2023-08-07,Email,393.47,6373
2023-08-07,Facebook,3315.83,16561
2023-08-07,App Notification,235.66,6562
2023-08-07,Google Ads,5062.72,14594
2023-08-07,Instagram,2848.53,18357
2023-08-08,SMS,2364.94,27541
2023-08-08,Email,581.17,11294
2023-08-08,Facebook,6653.73,30856
2023-08-08,App Notification,198.46,4482
2023-08-08,Google Ads,7903.54,20752
2023-08-08,Instagram,2527.03,12354
2023-08-09,SMS,1396.29,11635
2023-08-09,Email,300.95,5780
2023-08-09,Facebook,6818.5,29941
2023-08-09,App Notification,220.62,5713
2023-08-09,Google Ads,6236.47,23150
2023-08-09,Instagram,5356.15,27027
2023-08-10,SMS,1781.02,18905
2023-08-10,Email,587.89,12630
2023-08-10,Facebook,6624.28,29966
2023-08-10,App Notification,396.72,9272
2023-08-10,Google Ads,4510.69,15680
2023-08-10,Instagram,5224.21,32258
2023-08-11,SMS,1002.81,8846
2023-08-11,Email,317.75,5250
2023-08-11,Facebook,5761.97,33061
2023-08-11,App Notification,302.08,7118
2023-08-11,Google Ads,6774.28,19718
2023-08-11,Instagram,4653.12,22817
2023-08-12,SMS,1504.54,16804
2023-08-12,Email,691.78,16619
2023-08-12,Facebook,5104.27,19221
2023-08-12,App Notification,365.9,7819
2023-08-12,Google Ads,8089.02,34827
2023-08-12,Instagram,3285.11,20605
2023-08-13,SMS,2242.84,25824
2023-08-13,Email,327.88,7092
2023-08-13,Facebook,6172.89,29684
2023-08-13,App Notification,333.56,7805
2023-08-13,Google Ads,5905.77,19173
2023-08-13,Instagram,4524.27,22489
2023-08-14,SMS,1382.97,16104
2023-08-14,Email,329.92,6086
2023-08-14,Facebook,3503.78,12837
2023-08-14,App Notification,364.86,10326
2023-08-14,Google Ads,6495.9,21046
2023-08-14,Instagram,3135.99,21826
2023-08-15,SMS,1368.86,14862
2023-08-15,Email,610.35,14474
2023-08-15,Facebook,6992.57,34035
2023-08-15,App Notification,290.06,7457
2023-08-15,Google Ads,7382.77,26092
2023-08-15,Instagram,2754.49,20059
2023-08-16,SMS,1157.3,10970
2023-08-16,Email,795.33,15809
2023-08-16,Facebook,4129.09,18528
2023-08-16,App Notification,365.85,8422
2023-08-16,Google Ads,5385.58,17715
2023-08-16,Instagram,4382.02,24262
2023-08-17,SMS,1504.45,12597
2023-08-17,Email,297.92,6584
2023-08-17,Facebook,3742.67,15150
2023-08-17,App Notification,179.43,4858
2023-08-17,Google Ads,8473.59,26400
2023-08-17,Instagram,4554.81,33385
2023-08-18,SMS,2067.42,21401
2023-08-18,Email,394.53,7690
2023-08-18,Facebook,4157.02,20220
2023-08-18,App Notification,241.82,4856
2023-08-18,Google Ads,4710.04,15172
2023-08-18,Instagram,5055.81,24727
2023-08-19,SMS,1196.75,12447
2023-08-19,Email,598.12,13963
2023-08-19,Facebook,4106.13,21041
2023-08-19,App Notification,360.16,9132
2023-08-19,Google Ads,6974.41,20019
2023-08-19,Instagram,2817.95,16444
2023-08-20,SMS,1726.37,15910
2023-08-20,Email,667.51,13176
2023-08-20,Facebook,4114.39,22287
2023-08-20,App Notification,280.1,5627
2023-08-20,Google Ads,6027.05,17309
2023-08-20,Instagram,2973.56,20078
2023-08-21,SMS,2145.0,19266
2023-08-21,Email,504.23,8022
2023-08-21,Facebook,3501.5,17544
2023-08-21,App Notification,194.81,5073
2023-08-21,Google Ads,5326.61,13971
2023-08-21,Instagram,5640.29,34235
2023-08-22,SMS,2134.63,20055
2023-08-22,Email,346.86,7058
2023-08-22,Facebook,3298.83,18254
2023-08-22,App Notification,377.1,7918
2023-08-22,Google Ads,5280.74,17633
2023-08-22,Instagram,3471.48,19477
2023-08-23,SMS,1039.71,9751
2023-08-23,Email,774.04,14437
2023-08-23,Facebook,3654.51,21893
2023-08-23,App Notification,388.77,11463
2023-08-23,Google Ads,8509.56,28907
2023-08-23,Instagram,4844.34,32297
2023-08-24,SMS,1365.04,14518
2023-08-24,Email,741.0,17727
2023-08-24,Facebook,6131.15,27425
2023-08-24,App Notification,191.7,3866
2023-08-24,Google Ads,8237.68,28303
2023-08-24,Instagram,4384.67,31506
2023-08-25,SMS,1314.61,13692
2023-08-25,Email,441.88,10669
2023-08-25,Facebook,5954.32,26640
2023-08-25,App Notification,287.06,6510
2023-08-25,Google Ads,4329.88,16295
2023-08-25,Instagram,5309.02,38006
2023-08-26,SMS,1314.69,12202
2023-08-26,Email,756.0,13775
2023-08-26,Facebook,5869.98,23446
2023-08-26,App Notification,268.64,7105
2023-08-26,Google Ads,5923.02,23036
2023-08-26,Instagram,3484.46,15723
2023-08-27,SMS,2629.38,25100
2023-08-27,Email,206.53,5148
2023-08-27,Facebook,5605.32,32054
2023-08-27,App Notification,262.08,5360
2023-08-27,Google Ads,4858.56,13704
2023-08-27,Instagram,3064.22,20856
2023-08-28,SMS,1919.28,19773
2023-08-28,Email,711.04,14327
2023-08-28,Facebook,3427.0,19733
2023-08-28,App Notification,155.34,4352
2023-08-28,Google Ads,6263.15,20189
2023-08-28,Instagram,5383.97,30388
2023-08-29,SMS,2747.19,32593
2023-08-29,Email,512.29,11197
2023-08-29,Facebook,6838.6,35300
2023-08-29,App Notification,124.3,2882
2023-08-29,Google Ads,4323.83,17034
2023-08-29,Instagram,5464.24,32603
2023-08-30,SMS,2629.01,31308
2023-08-30,Email,267.47,5420
2023-08-30,Facebook,3477.36,17598
2023-08-30,App Notification,190.29,5363
2023-08-30,Google Ads,7023.68,19912
2023-08-30,Instagram,2806.89,19582
2023-08-31,SMS,2470.78,28814
2023-08-31,Email,593.65,10095
2023-08-31,Facebook,5377.76,27286
2023-08-31,App Notification,100.55,2306
2023-08-31,Google Ads,7099.32,27757
2023-08-31,Instagram,5861.93,28662
2023-09-01,SMS,1204.29,11981
2023-09-01,Email,414.27,6252
2023-09-01,Facebook,6705.96,25292
2023-09-01,App Notification,186.2,4111
2023-09-01,Google Ads,8332.36,30961
2023-09-01,Instagram,3596.88,17871
2023-09-02,SMS,1845.59,18325
2023-09-02,Email,399.5,7374
2023-09-02,Facebook,3947.11,21592
2023-09-02,App Notification,108.33,2651
2023-09-02,Google Ads,7767.04,24170
2023-09-02,Instagram,5588.11,28355
2023-09-03,SMS,1671.65,16291
2023-09-03,Email,457.19,10826
2023-09-03,Facebook,3534.39,15740
2023-09-03,App Notification,102.2,2088
2023-09-03,Google Ads,8031.44,35243
2023-09-03,Instagram,3414.63,21652
2023-09-04,SMS,2348.45,25529
2023-09-04,Email,203.01,4784
2023-09-04,Facebook,3219.26,16275
2023-09-04,App Notification,127.24,3057
2023-09-04,Google Ads,5381.83,18364
2023-09-04,Instagram,4079.85,24011
2023-09-05,SMS,2907.88,26348
2023-09-05,Email,743.03,15830
2023-09-05,Facebook,5487.4,31935
2023-09-05,App Notification,165.73,4371
2023-09-05,Google Ads,7936.99,28631
2023-09-05,Instagram,4842.36,28891
2023-09-06,SMS,2703.44,31708
2023-09-06,Email,507.86,9370
2023-09-06,Facebook,4357.5,24632
2023-09-06,App Notification,111.2,2413
2023-09-06,Google Ads,5519.3,20846
2023-09-06,Instagram,5693.11,30611
2023-09-07,SMS,1326.4,14940
2023-09-07,Email,268.03,6476
2023-09-07,Facebook,4243.62,23427
2023-09-07,App Notification,274.53,5608
2023-09-07,Google Ads,7301.98,20670
2023-09-07,Instagram,5073.49,28766
2023-09-08,SMS,2287.87,26055
2023-09-08,Email,572.51,12724
2023-09-08,Facebook,5178.94,25599
2023-09-08,App Notification,319.04,6689
2023-09-08,Google Ads,8700.45,24547
2023-09-08,Instagram,4282.1,21704
2023-09-09,SMS,2498.43,25589
2023-09-09,Email,780.63,18432
2023-09-09,Facebook,5937.36,33421
2023-09-09,App Notification,377.48,9769
2023-09-09,Google Ads,8020.65,23495
2023-09-09,Instagram,3230.53,14661
2023-09-10,SMS,1103.77,10389
2023-09-10,Email,269.96,6577
2023-09-10,Facebook,6154.71,29706
2023-09-10,App Notification,379.96,9725
2023-09-10,Google Ads,6992.3,21371
2023-09-10,Instagram,2635.55,17361
2023-09-11,SMS,1843.51,21067
2023-09-11,Email,362.06,6953
2023-09-11,Facebook,3450.94,20286
2023-09-11,App Notification,109.97,2671
2023-09-11,Google Ads,6334.03,26809
2023-09-11,Instagram,3700.15,22053
2023-09-12,SMS,2634.78,21765
2023-09-12,Email,420.56,8895
2023-09-12,Facebook,4881.19,23817
2023-09-12,App Notification,123.44,3457
2023-09-12,Google Ads,5896.67,23895
2023-09-12,Instagram,3514.18,21099
2023-09-13,SMS,1902.0,17599
2023-09-13,Email,752.04,15861
2023-09-13,Facebook,6185.7,30416
2023-09-13,App Notification,110.93,2884
2023-09-13,Google Ads,5902.81,20428
2023-09-13,Instagram,5081.36,36824
2023-09-14,SMS,2689.47,22037
2023-09-14,Email,385.34,7805
2023-09-14,Facebook,6585.22,23797
2023-09-14,App Notification,129.86,2978
2023-09-14,Google Ads,5130.79,22347
2023-09-14,Instagram,4599.35,25915
2023-09-15,SMS,1203.78,13561
2023-09-15,Email,568.3,8545
2023-09-15,Facebook,5231.74,30584
2023-09-15,App Notification,197.63,4852
2023-09-15,Google Ads,6527.27,27521
2023-09-15,Instagram,3485.76,17355
2023-09-16,SMS,1898.51,16796
2023-09-16,Email,656.68,15747
2023-09-16,Facebook,4352.87,19196
2023-09-16,App Notification,162.78,4749
2023-09-16,Google Ads,4444.25,17553
2023-09-16,Instagram,5518.35,32615
2023-09-17,SMS,1372.51,15152
2023-09-17,Email,593.61,13454
2023-09-17,Facebook,3954.92,15075
2023-09-17,App Notification,115.88,2394
2023-09-17,Google Ads,8757.76,21996
2023-09-17,Instagram,3039.16,14519
2023-09-18,SMS,1406.33,12293
2023-09-18,Email,403.52,7296
2023-09-18,Facebook,3524.27,19296
2023-09-18,App Notification,289.32,8045
2023-09-18,Google Ads,5208.98,17878
2023-09-18,Instagram,3557.89,22482
2023-09-19,SMS,2919.08,24441
2023-09-19,Email,716.38,16782
2023-09-19,Facebook,6846.96,24632
2023-09-19,App Notification,272.37,6619
2023-09-19,Google Ads,5649.69,18978
2023-09-19,Instagram,4888.36,35978
2023-09-20,SMS,1743.81,18822
2023-09-20,Email,352.87,6581
2023-09-20,Facebook,5373.83,25250
2023-09-20,App Notification,151.74,3927
2023-09-20,Google Ads,5860.25,21769
2023-09-20,Instagram,3351.44,23099
2023-09-21,SMS,1619.22,18612
2023-09-21,Email,601.09,11001
2023-09-21,Facebook,4879.66,25582
2023-09-21,App Notification,349.17,9390
2023-09-21,Google Ads,8039.4,34505
2023-09-21,Instagram,4551.89,27253
2023-09-22,SMS,2244.34,20500
2023-09-22,Email,721.98,14219
2023-09-22,Facebook,4669.52,22645
2023-09-22,App Notification,228.61,6527
2023-09-22,Google Ads,8419.73,21755
2023-09-22,Instagram,2564.68,12287
2023-09-23,SMS,1963.14,22018
2023-09-23,Email,488.2,12050
2023-09-23,Facebook,5362.38,25348
2023-09-23,App Notification,269.78,6916
2023-09-23,Google Ads,4118.14,13161
2023-09-23,Instagram,5488.55,29761
2023-09-24,SMS,1717.52,20146
2023-09-24,Email,235.89,4863
2023-09-24,Facebook,6526.67,35436
2023-09-24,App Notification,130.51,3424
2023-09-24,Google Ads,7572.1,29594
2023-09-24,Instagram,4338.04,23206
2023-09-25,SMS,2133.97,24083
2023-09-25,Email,443.94,6953
2023-09-25,Facebook,3768.89,18495
2023-09-25,App Notification,149.19,3267
2023-09-25,Google Ads,4075.03,13642
2023-09-25,Instagram,5538.17,29028
2023-09-26,SMS,1208.49,14017
2023-09-26,Email,387.36,6466
2023-09-26,Facebook,4517.19,18840
2023-09-26,App Notification,186.07,4827
2023-09-26,Google Ads,6050.37,17756
2023-09-26,Instagram,4726.52,25224
2023-09-27,SMS,1895.43,20070
2023-09-27,Email,704.39,16913
2023-09-27,Facebook,6158.7,21756
2023-09-27,App Notification,289.02,6940
2023-09-27,Google Ads,4955.91,21505
2023-09-27,Instagram,4442.21,22755
2023-09-28,SMS,2283.92,23587
2023-09-28,Email,311.59,7006
2023-09-28,Facebook,6294.74,27251
2023-09-28,App Notification,167.37,4784
2023-09-28,Google Ads,6470.17,21288
2023-09-28,Instagram,5590.89,29518
2023-09-29,SMS,1802.22,16903
2023-09-29,Email,362.01,5918
2023-09-29,Facebook,5004.8,21947
2023-09-29,App Notification,276.84,5720
2023-09-29,Google Ads,5886.9,17136
2023-09-29,Instagram,3891.0,28775
2023-09-30,SMS,2424.64,20768
2023-09-30,Email,452.22,11081
2023-09-30,Facebook,5582.14,28713
2023-09-30,App Notification,368.13,7937
2023-09-30,Google Ads,7571.7,32711
2023-09-30,Instagram,3038.21,14153
2023-10-01,SMS,2853.43,28179
2023-10-01,Email,676.69,12082
2023-10-01,Facebook,4527.88,18764
2023-10-01,App Notification,289.66,6388
2023-10-01,Google Ads,5082.46,21792
2023-10-01,Instagram,2924.36,21715
2023-10-02,SMS,2885.82,32172
2023-10-02,Email,440.84,7997
2023-10-02,Facebook,6970.99,40363
2023-10-02,App Notification,215.37,4868
2023-10-02,Google Ads,6824.54,30293
2023-10-02,Instagram,3454.38,23939
2023-10-03,SMS,2526.14,21083
2023-10-03,Email,482.75,11954
2023-10-03,Facebook,4418.06,20113
2023-10-03,App Notification,128.29,2745
2023-10-03,Google Ads,5174.06,20583
2023-10-03,Instagram,3026.32,20780
2023-10-04,SMS,1132.66,9908
2023-10-04,Email,209.81,4213
2023-10-04,Facebook,5632.85,32352
2023-10-04,App Notification,106.21,2426
2023-10-04,Google Ads,5396.58,24221
2023-10-04,Instagram,3070.32,17051
2023-10-05,SMS,1974.14,19483
2023-10-05,Email,250.14,4860
2023-10-05,Facebook,6172.3,25698
2023-10-05,App Notification,149.23,4341
2023-10-05,Google Ads,4940.96,14288
2023-10-05,Instagram,5834.39,29440
2023-10-06,SMS,2650.07,24130
2023-10-06,Email,520.71,11516
2023-10-06,Facebook,5800.61,25840
2023-10-06,App Notification,246.92,6570
2023-10-06,Google Ads,5428.41,21779
2023-10-06,Instagram,4660.66,23015
2023-10-07,SMS,2867.18,31138
2023-10-07,Email,461.59,11091
2023-10-07,Facebook,6828.52,37423
2023-10-07,App Notification,360.13,8496
2023-10-07,Google Ads,8407.64,29019
2023-10-07,Instagram,4628.82,27265
2023-10-08,SMS,1237.06,11651
2023-10-08,Email,214.47,3776
2023-10-08,Facebook,6627.57,34096
2023-10-08,App Notification,300.11,8009
2023-10-08,Google Ads,4691.16,16753
2023-10-08,Instagram,2893.3,19780
2023-10-09,SMS,1897.63,19285
2023-10-09,Email,431.33,8305
2023-10-09,Facebook,6780.92,29615
2023-10-09,App Notification,351.36,7486
2023-10-09,Google Ads,5806.25,24104
2023-10-09,Instagram,3655.55,17773
2023-10-10,SMS,2350.67,20679
2023-10-10,Email,344.59,8324
2023-10-10,Facebook,4535.2,19228
2023-10-10,App Notification,312.66,8303
2023-10-10,Google Ads,5526.7,22712
2023-10-10,Instagram,4252.32,22646
2023-10-11,SMS,2048.07,17965
2023-10-11,Email,430.83,7335
2023-10-11,Facebook,4260.03,20944
2023-10-11,App Notification,333.79,8886
2023-10-11,Google Ads,8046.32,29513
2023-10-11,Instagram,5210.6,25120
2023-10-12,SMS,2456.06,25315
2023-10-12,Email,534.53,9746
2023-10-12,Facebook,4835.3,26859
2023-10-12,App Notification,233.14,4866
2023-10-12,Google Ads,6505.36,20102
2023-10-12,Instagram,4737.54,30640
2023-10-13,SMS,2555.06,23385
2023-10-13,Email,417.51,10054
2023-10-13,Facebook,3370.28,14197
2023-10-13,App Notification,107.91,2450
2023-10-13,Google Ads,4891.34,13849
2023-10-13,Instagram,4737.84,35178
2023-10-14,SMS,1236.03,14796
2023-10-14,Email,394.98,7030
2023-10-14,Facebook,6413.78,32221
2023-10-14,App Notification,318.36,8492
2023-10-14,Google Ads,6956.56,22933
2023-10-14,Instagram,4453.23,33097
2023-10-15,SMS,2449.17,24074
2023-10-15,Email,566.51,11552
2023-10-15,Facebook,4560.25,19069
2023-10-15,App Notification,119.74,2806
2023-10-15,Google Ads,4138.0,12974
2023-10-15,Instagram,4130.05,27426
2023-10-16,SMS,1466.87,14397
2023-10-16,Email,253.35,5498
2023-10-16,Facebook,6521.68,38675
2023-10-16,App Notification,106.86,2479
2023-10-16,Google Ads,5604.87,20594
2023-10-16,Instagram,3634.96,17903
2023-10-17,SMS,2467.16,28899
2023-10-17,Email,425.97,6634
2023-10-17,Facebook,4115.2,22226
2023-10-17,App Notification,167.96,4905
2023-10-17,Google Ads,6766.25,29632
2023-10-17,Instagram,3843.41,21885
2023-10-18,SMS,1139.82,13609
2023-10-18,Email,302.32,4975
2023-10-18,Facebook,5869.65,34488
2023-10-18,App Notification,312.55,8315
2023-10-18,Google Ads,7051.21,18418
2023-10-18,Instagram,3386.96,17660
2023-10-19,SMS,2442.53,21030
2023-10-19,Email,552.41,8954
2023-10-19,Facebook,6701.62,33082
2023-10-19,App Notification,161.36,3678
2023-10-19,Google Ads,8153.08,29584
2023-10-19,Instagram,3158.77,20121
2023-10-20,SMS,2496.75,25736
2023-10-20,Email,651.1,11549
2023-10-20,Facebook,4315.21,24212
2023-10-20,App Notification,315.3,7820
2023-10-20,Google Ads,7261.97,27787
2023-10-20,Instagram,3471.17,21304
2023-10-21,SMS,1825.3,16641
2023-10-21,Email,407.04,7851
2023-10-21,Facebook,6350.9,23020
2023-10-21,App Notification,327.84,9777
2023-10-21,Google Ads,5161.22,21306
2023-10-21,Instagram,4822.91,23304
2023-10-22,SMS,2613.33,30089
2023-10-22,Email,478.37,9001
2023-10-22,Facebook,5606.24,30344
2023-10-22,App Notification,252.17,5100
2023-10-22,Google Ads,6769.49,26379
2023-10-22,Instagram,5756.21,40073
2023-10-23,SMS,2925.63,27625
2023-10-23,Email,314.03,7393
2023-10-23,Facebook,5189.76,22760
2023-10-23,App Notification,262.43,6659
2023-10-23,Google Ads,6300.61,20105
2023-10-23,Instagram,3028.55,14794
2023-10-24,SMS,1291.9,10340
2023-10-24,Email,734.77,14148
2023-10-24,Facebook,5950.76,21137
2023-10-24,App Notification,217.15,5535
2023-10-24,Google Ads,7787.73,31812
2023-10-24,Instagram,2927.28,14056
2023-10-25,SMS,1672.76,19027
2023-10-25,Email,280.24,4670
2023-10-25,Facebook,3835.53,13608
2023-10-25,App Notification,212.95,4681
2023-10-25,Google Ads,8542.1,33498
2023-10-25,Instagram,5781.11,40619
2023-10-26,SMS,2297.53,25051
2023-10-26,Email,394.94,7697
2023-10-26,Facebook,3432.22,18720
2023-10-26,App Notification,281.49,6847
2023-10-26,Google Ads,4088.94,10719
2023-10-26,Instagram,2750.7,17443
2023-10-27,SMS,1607.62,16194
2023-10-27,Email,441.87,7792
2023-10-27,Facebook,4031.63,17478
2023-10-27,App Notification,379.71,7736
2023-10-27,Google Ads,6517.31,24240
2023-10-27,Instagram,3294.88,16941
2023-10-28,SMS,2179.83,23750
2023-10-28,Email,674.83,12834
2023-10-28,Facebook,5150.02,26107
2023-10-28,App Notification,288.69,7643
2023-10-28,Google Ads,4922.91,20751
2023-10-28,Instagram,2954.05,17810
2023-10-29,SMS,2431.96,23285
2023-10-29,Email,613.1,11326
2023-10-29,Facebook,3748.57,15698
2023-10-29,App Notification,202.75,4266
2023-10-29,Google Ads,6268.89,21328
2023-10-29,Instagram,4978.17,27952
2023-10-30,SMS,1218.64,11794
2023-10-30,Email,317.15,7026
2023-10-30,Facebook,3365.4,18804
2023-10-30,App Notification,250.67,6367
2023-10-30,Google Ads,8038.42,32747
2023-10-30,Instagram,2551.44,12765
2023-10-31,SMS,1407.26,12943
2023-10-31,Email,515.28,10384
2023-10-31,Facebook,3111.45,12990
2023-10-31,App Notification,217.85,5692
2023-10-31,Google Ads,4098.76,12971
2023-10-31,Instagram,4103.56,20155
2023-11-01,SMS,1045.7,9753
2023-11-01,Email,201.79,3652
2023-11-01,Facebook,6148.38,29269
2023-11-01,App Notification,150.65,3366
2023-11-01,Google Ads,7909.82,28034
2023-11-01,Instagram,4085.18,25503
2023-11-02,SMS,2184.13,25722
2023-11-02,Email,436.1,9162
2023-11-02,Facebook,5156.23,30404
2023-11-02,App Notification,203.33,4700
2023-11-02,Google Ads,4128.76,13012
2023-11-02,Instagram,5826.61,31601
2023-11-03,SMS,2687.81,26389
2023-11-03,Email,352.63,6807
2023-11-03,Facebook,5241.77,23870
2023-11-03,App Notification,139.41,3069
2023-11-03,Google Ads,6645.79,27382
2023-11-03,Instagram,2796.5,14120
2023-11-04,SMS,2666.35,22415
2023-11-04,Email,461.58,10733
2023-11-04,Facebook,3582.09,20380
2023-11-04,App Notification,240.66,6022
2023-11-04,Google Ads,5429.6,13941
2023-11-04,Instagram,5937.48,42791
2023-11-05,SMS,1351.59,14082
2023-11-05,Email,733.54,16222
2023-11-05,Facebook,6415.22,25043
2023-11-05,App Notification,186.89,3971
2023-11-05,Google Ads,8367.38,37529
2023-11-05,Instagram,3719.15,16737
2023-11-06,SMS,2873.21,27472
2023-11-06,Email,343.04,6229
2023-11-06,Facebook,6290.71,24307
2023-11-06,App Notification,325.86,7239
2023-11-06,Google Ads,7682.9,21493
2023-11-06,Instagram,5414.91,40563
2023-11-07,SMS,2534.78,24032
2023-11-07,Email,669.38,12786
2023-11-07,Facebook,6367.08,26229
2023-11-07,App Notification,397.56,10498
2023-11-07,Google Ads,6224.45,22464
2023-11-07,Instagram,5926.99,28767
2023-11-08,SMS,2279.15,18637
2023-11-08,Email,523.73,9394
2023-11-08,Facebook,5360.77,28678
2023-11-08,App Notification,180.19,4977
2023-11-08,Google Ads,5728.67,23647
2023-11-08,Instagram,3325.42,21738
2023-11-09,SMS,1702.21,13649
2023-11-09,Email,342.42,6189
2023-11-09,Facebook,6081.8,33698
2023-11-09,App Notification,188.96,4785
2023-11-09,Google Ads,4257.44,13749
2023-11-09,Instagram,3993.08,19137
2023-11-10,SMS,2089.42,22041
2023-11-10,Email,384.01,8059
2023-11-10,Facebook,6901.19,36893
2023-11-10,App Notification,266.31,7250
2023-11-10,Google Ads,6936.66,26837
2023-11-10,Instagram,5596.84,27355
2023-11-11,SMS,2509.76,28411
2023-11-11,Email,653.36,14821
2023-11-11,Facebook,4008.83,17167
2023-11-11,App Notification,165.11,4430
2023-11-11,Google Ads,4701.15,16892
2023-11-11,Instagram,5368.7,39827
